,hardware,embedding_index,horizon,probability_opt,perfect_opt,hardware_scenario,diff
3288,poughkeepsie,62,1,0.4948,0.47609,poughkeepsie_62,0.018710000000000004
3291,poughkeepsie,63,1,0.4948,0.49449,poughkeepsie_63,0.00031000000000003247
3294,poughkeepsie,65,1,0.49284,0.48632,poughkeepsie_65,0.006520000000000026
3295,poughkeepsie,66,1,0.49304,0.48632,poughkeepsie_66,0.006720000000000004
3298,poughkeepsie,80,1,0.49304,0.49212,poughkeepsie_80,0.0009199999999999764
3301,poughkeepsie,81,1,0.49304,0.49212,poughkeepsie_81,0.0009199999999999764
3306,quito,3,1,0.4901,0.48118,quito_3,0.008919999999999983
3309,quito,4,1,0.4901,0.49009,quito_4,9.99999999995449e-06
3310,quito,5,1,0.49556,0.49009,quito_5,0.005469999999999975
3313,quito,7,1,0.49556,0.49009,quito_7,0.005469999999999975
3316,rochester,0,1,0.48992,0.47686,rochester_0,0.013060000000000016
3319,rochester,1,1,0.48992,0.47686,rochester_1,0.013060000000000016
3322,rochester,4,1,0.45762,0.45392,rochester_4,0.0037000000000000366
3325,rochester,5,1,0.45762,0.45392,rochester_5,0.0037000000000000366
3328,rochester,6,1,0.48724,0.47596,rochester_6,0.011280000000000012
3329,rochester,7,1,0.47814,0.47596,rochester_7,0.0021800000000000153
3334,rochester,10,1,0.48724,0.48432,rochester_10,0.0029200000000000337
3335,rochester,11,1,0.4855,0.48432,rochester_11,0.0011800000000000144
3338,rochester,12,1,0.4855,0.48403,rochester_12,0.0014699999999999713
3339,rochester,15,1,0.48998,0.47791,rochester_15,0.012070000000000025
3342,rochester,16,1,0.48998,0.48631,rochester_16,0.0036700000000000066
3343,rochester,17,1,0.48824,0.48631,rochester_17,0.0019299999999999873
3346,rochester,18,1,0.48824,0.48403,rochester_18,0.0042099999999999915
3347,rochester,19,1,0.49048,0.48403,rochester_19,0.006450000000000011
3350,rochester,20,1,0.49048,0.48645,rochester_20,0.0040300000000000336
3351,rochester,21,1,0.48942,0.48645,rochester_21,0.002970000000000028
3354,rochester,23,1,0.49364,0.48659,rochester_23,0.007050000000000001
3357,rochester,24,1,0.49364,0.47214,rochester_24,0.02150000000000002
3358,rochester,25,1,0.4896,0.47214,rochester_25,0.017459999999999976
3363,rochester,28,1,0.49,0.48743,rochester_28,0.0025700000000000167
3364,rochester,29,1,0.49232,0.48743,rochester_29,0.0048900000000000055
3367,rochester,32,1,0.4916,0.49047,rochester_32,0.0011299999999999644
3370,rochester,33,1,0.4916,0.49047,rochester_33,0.0011299999999999644
3373,rochester,38,1,0.49264,0.48377,rochester_38,0.008870000000000045
3376,rochester,39,1,0.49264,0.48377,rochester_39,0.008870000000000045
3379,rochester,40,1,0.49058,0.4896,rochester_40,0.0009800000000000364
3382,rochester,41,1,0.49058,0.4896,rochester_41,0.0009800000000000364
3387,rochester,56,1,0.48432,0.45392,rochester_56,0.030399999999999983
3390,rochester,57,1,0.48432,0.45392,rochester_57,0.030399999999999983
3393,rochester,58,1,0.48634,0.48483,rochester_58,0.0015100000000000113
3396,rochester,59,1,0.48634,0.48483,rochester_59,0.0015100000000000113
3399,rochester,62,1,0.48666,0.47686,rochester_62,0.009799999999999975
3402,rochester,63,1,0.48666,0.47686,rochester_63,0.009799999999999975
3405,rochester,66,1,0.48454,0.4822,rochester_66,0.0023400000000000087
3408,rochester,67,1,0.48454,0.4822,rochester_67,0.0023400000000000087
3411,rochester,70,1,0.4893,0.4822,rochester_70,0.007099999999999995
3414,rochester,71,1,0.4893,0.4822,rochester_71,0.007099999999999995
3417,rochester,74,1,0.4916,0.48779,rochester_74,0.00380999999999998
3420,rochester,75,1,0.4916,0.48779,rochester_75,0.00380999999999998
3423,rochester,76,1,0.48992,0.47496,rochester_76,0.014960000000000029
3426,rochester,77,1,0.48992,0.47496,rochester_77,0.014960000000000029
3429,rochester,82,1,0.48998,0.47496,rochester_82,0.015020000000000033
3432,rochester,83,1,0.48998,0.47496,rochester_83,0.015020000000000033
3435,rochester,84,1,0.49058,0.46468,rochester_84,0.025900000000000034
3438,rochester,85,1,0.49058,0.46468,rochester_85,0.025900000000000034
3447,rochester,99,1,0.488,0.46468,rochester_99,0.023320000000000007
3450,rochester,100,1,0.488,0.46468,rochester_100,0.023320000000000007
3453,rochester,101,1,0.48446,0.47214,rochester_101,0.012319999999999998
3456,rochester,102,1,0.48446,0.47214,rochester_102,0.012319999999999998
3459,rochester,103,1,0.48802,0.45668,rochester_103,0.031340000000000034
3462,rochester,104,1,0.48802,0.45668,rochester_104,0.031340000000000034
3465,rochester,105,1,0.48822,0.45668,rochester_105,0.03154000000000001
3468,rochester,106,1,0.48822,0.45668,rochester_106,0.03154000000000001
3471,rochester,107,1,0.47274,0.4727,rochester_107,3.999999999998449e-05
3474,rochester,108,1,0.47274,0.4727,rochester_108,3.999999999998449e-05
3477,rochester,111,1,0.47814,0.47113,rochester_111,0.007010000000000016
3480,rochester,112,1,0.47814,0.47113,rochester_112,0.007010000000000016
3483,rochester,115,1,0.45666,0.23333,rochester_115,0.22333
3486,rochester,116,1,0.45666,0.23333,rochester_116,0.22333
3491,rochester,126,1,0.48762,0.23333,rochester_126,0.25429
3494,rochester,127,1,0.48662,0.23333,rochester_127,0.25329
3497,rochester,128,1,0.48662,0.48548,rochester_128,0.0011399999999999744
3498,rochester,129,1,0.48936,0.48548,rochester_129,0.0038799999999999946
3501,rochester,130,1,0.48936,0.23333,rochester_130,0.25603
3504,rochester,131,1,0.48822,0.23333,rochester_131,0.25488999999999995
3507,rochester,132,1,0.48822,0.23333,rochester_132,0.25488999999999995
3510,rochester,133,1,0.48762,0.23333,rochester_133,0.25429
3513,rochester,134,1,0.48762,0.47596,rochester_134,0.011660000000000004
3514,rochester,135,1,0.4894,0.47596,rochester_135,0.013440000000000007
3517,rochester,136,1,0.488,0.4779,rochester_136,0.010099999999999998
3520,rochester,137,1,0.488,0.4779,rochester_137,0.010099999999999998
3523,rochester,142,1,0.48726,0.23333,rochester_142,0.25393
3526,rochester,143,1,0.48726,0.23333,rochester_143,0.25393
3529,rochester,144,1,0.4845,0.23333,rochester_144,0.25117
3532,rochester,145,1,0.4845,0.23333,rochester_145,0.25117
3535,rochester,152,1,0.48826,0.48205,rochester_152,0.006210000000000049
3538,rochester,153,1,0.48826,0.48205,rochester_153,0.006210000000000049
3541,rochester,156,1,0.4878,0.48259,rochester_156,0.005209999999999992
3544,rochester,157,1,0.4878,0.48259,rochester_157,0.005209999999999992
3547,rochester,158,1,0.48222,0.45764,rochester_158,0.02457999999999999
3550,rochester,159,1,0.48222,0.45764,rochester_159,0.02457999999999999
3553,rochester,160,1,0.48914,0.48631,rochester_160,0.002829999999999999
3556,rochester,161,1,0.48914,0.48631,rochester_161,0.002829999999999999
3559,rochester,166,1,0.48486,0.48205,rochester_166,0.0028100000000000347
3562,rochester,167,1,0.48486,0.48205,rochester_167,0.0028100000000000347
3565,rochester,168,1,0.48646,0.48432,rochester_168,0.0021400000000000308
3568,rochester,169,1,0.48646,0.48432,rochester_169,0.0021400000000000308
3571,rochester,170,1,0.4839,0.23333,rochester_170,0.25056999999999996
3574,rochester,171,1,0.4839,0.23333,rochester_171,0.25056999999999996
3577,rochester,172,1,0.48826,0.48259,rochester_172,0.005670000000000008
3580,rochester,173,1,0.48826,0.48259,rochester_173,0.005670000000000008
3583,rochester,174,1,0.49232,0.48743,rochester_174,0.0048900000000000055
3584,rochester,176,1,0.48732,0.48388,rochester_176,0.0034399999999999986
3587,rochester,177,1,0.48732,0.48388,rochester_177,0.0034399999999999986
3590,rochester,180,1,0.4896,0.48451,rochester_180,0.005089999999999983
3593,rochester,181,1,0.4896,0.48451,rochester_181,0.005089999999999983
3596,rochester,182,1,0.49,0.48122,rochester_182,0.00878000000000001
3599,rochester,183,1,0.49,0.48122,rochester_183,0.00878000000000001
3602,rochester,184,1,0.49364,0.48663,rochester_184,0.007010000000000016
3605,rochester,185,1,0.49364,0.48663,rochester_185,0.007010000000000016
3608,rochester,188,1,0.49048,0.48122,rochester_188,0.009260000000000046
3611,rochester,189,1,0.49048,0.48122,rochester_189,0.009260000000000046
3614,rochester,192,1,0.49264,0.49159,rochester_192,0.0010499999999999954
3617,rochester,193,1,0.49264,0.49159,rochester_193,0.0010499999999999954
3626,rochester,202,1,0.48406,0.48236,rochester_202,0.0016999999999999793
3633,rochester,208,1,0.48634,0.48548,rochester_208,0.0008599999999999719
3636,rochester,209,1,0.48634,0.23333,rochester_209,0.25300999999999996
3639,rochester,210,1,0.48434,0.23333,rochester_210,0.25100999999999996
3644,rochester,216,1,0.4893,0.48723,rochester_216,0.0020700000000000163
3647,rochester,217,1,0.4893,0.48723,rochester_217,0.0020700000000000163
3650,rochester,220,1,0.4711,0.23333,rochester_220,0.23777
3653,rochester,221,1,0.4711,0.23333,rochester_221,0.23777
3658,rome,1,1,0.4972,0.49718,rome_1,1.999999999996449e-05
3659,rome,4,1,0.4978,0.49779,rome_4,1.0000000000010001e-05
3662,rome,6,1,0.4978,0.49418,rome_6,0.003620000000000012
3665,rome,8,1,0.4972,0.49718,rome_8,1.999999999996449e-05
3668,rome,9,1,0.4972,0.49718,rome_9,1.999999999996449e-05
3671,santiago,0,1,0.49828,0.49809,santiago_0,0.00019000000000002348
3674,santiago,2,1,0.49808,0.4979,santiago_2,0.00018000000000001348
3677,santiago,3,1,0.49792,0.4979,santiago_3,1.999999999996449e-05
3680,santiago,4,1,0.49792,0.4979,santiago_4,1.999999999996449e-05
3683,santiago,6,1,0.49792,0.4977,santiago_6,0.00021999999999999797
3686,santiago,7,1,0.49792,0.4977,santiago_7,0.00021999999999999797
3687,santiago,9,1,0.49828,0.49827,santiago_9,1.0000000000010001e-05
3690,singapore,2,1,0.49536,0.49413,singapore_2,0.0012300000000000089
3693,singapore,3,1,0.49556,0.49413,singapore_3,0.0014299999999999868
3696,singapore,4,1,0.49636,0.49296,singapore_4,0.003400000000000014
3701,singapore,7,1,0.49308,0.49296,singapore_7,0.00012000000000000899
3704,singapore,10,1,0.49556,0.49304,singapore_10,0.0025200000000000222
3705,singapore,11,1,0.49308,0.49304,singapore_11,4.0000000000040004e-05
3708,singapore,12,1,0.49548,0.4907,singapore_12,0.004779999999999951
3711,singapore,13,1,0.49548,0.4907,singapore_13,0.004779999999999951
3714,singapore,14,1,0.49556,0.49535,singapore_14,0.00020999999999998797
3719,singapore,16,1,0.49182,0.49178,singapore_16,3.999999999998449e-05
3720,singapore,17,1,0.49432,0.49178,singapore_17,0.0025399999999999867
3723,singapore,18,1,0.49432,0.4938,singapore_18,0.0005199999999999649
3724,singapore,19,1,0.49412,0.4938,singapore_19,0.00031999999999998696
3727,singapore,20,1,0.49412,0.49193,singapore_20,0.0021900000000000253
3728,singapore,21,1,0.49332,0.49193,singapore_21,0.0013900000000000023
3731,singapore,23,1,0.49636,0.49576,singapore_23,0.0006000000000000449
3734,singapore,24,1,0.49744,0.49503,singapore_24,0.0024099999999999677
3737,singapore,25,1,0.49744,0.49503,singapore_25,0.0024099999999999677
3740,singapore,26,1,0.49556,0.49547,singapore_26,8.999999999997899e-05
3741,singapore,27,1,0.49744,0.49547,singapore_27,0.0019699999999999718
3744,singapore,28,1,0.49744,0.49304,singapore_28,0.004400000000000015
3745,singapore,29,1,0.49592,0.49304,singapore_29,0.002880000000000049
3748,singapore,30,1,0.49592,0.49503,singapore_30,0.0008900000000000019
3757,singapore,38,1,0.49332,0.49331,singapore_38,9.99999999995449e-06
3760,singapore,39,1,0.49332,0.49331,singapore_39,9.99999999995449e-06
3763,singapore,44,1,0.49596,0.49535,singapore_44,0.0006099999999999994
3766,singapore,45,1,0.49596,0.49535,singapore_45,0.0006099999999999994
3769,singapore,46,1,0.49592,0.49536,singapore_46,0.0005600000000000049
3772,singapore,47,1,0.49592,0.4952,singapore_47,0.0007200000000000539
3777,singapore,51,1,0.49504,0.4938,singapore_51,0.0012399999999999634
3778,singapore,52,1,0.49596,0.4938,singapore_52,0.0021599999999999953
3785,singapore,59,1,0.49548,0.49432,singapore_59,0.0011599999999999944
3790,singapore,63,1,0.49382,0.49331,singapore_63,0.0005099999999999549
3795,singapore,68,1,0.49536,0.49178,singapore_68,0.0035800000000000276
3798,singapore,69,1,0.49536,0.49178,singapore_69,0.0035800000000000276
3803,singapore,72,1,0.49596,0.49193,singapore_72,0.0040300000000000336
3806,singapore,73,1,0.49596,0.49193,singapore_73,0.0040300000000000336
3813,singapore,80,1,0.49596,0.49432,singapore_80,0.0016400000000000303
3816,singapore,81,1,0.49596,0.49432,singapore_81,0.0016400000000000303
3819,sydney,2,1,0.49792,0.49739,sydney_2,0.0005299999999999749
3822,sydney,3,1,0.49792,0.49739,sydney_3,0.0005299999999999749
3825,sydney,8,1,0.49712,0.49693,sydney_8,0.00019000000000002348
3828,sydney,9,1,0.49712,0.49693,sydney_9,0.00019000000000002348
3831,sydney,10,1,0.496,0.4941,sydney_10,0.0019000000000000128
3834,sydney,11,1,0.496,0.4941,sydney_11,0.0019000000000000128
3837,sydney,14,1,0.49748,0.49613,sydney_14,0.0013499999999999623
3840,sydney,15,1,0.49748,0.49613,sydney_15,0.0013499999999999623
3843,sydney,16,1,0.4974,0.49613,sydney_16,0.0012699999999999934
3846,sydney,17,1,0.4974,0.49613,sydney_17,0.0012699999999999934
3849,sydney,24,1,0.49816,0.49189,sydney_24,0.006269999999999998
3852,sydney,25,1,0.49816,0.49189,sydney_25,0.006269999999999998
3855,sydney,28,1,0.49364,0.49189,sydney_28,0.0017500000000000293
3858,sydney,29,1,0.49364,0.49189,sydney_29,0.0017500000000000293
3861,sydney,30,1,0.49748,0.49153,sydney_30,0.005949999999999955
3864,sydney,31,1,0.49748,0.49374,sydney_31,0.0037399999999999656
3869,sydney,35,1,0.49412,0.49251,sydney_35,0.0016100000000000003
3870,sydney,36,1,0.49728,0.49251,sydney_36,0.0047699999999999965
3877,sydney,42,1,0.49688,0.49374,sydney_42,0.003139999999999976
3880,sydney,43,1,0.49688,0.49374,sydney_43,0.003139999999999976
3885,sydney,47,1,0.49466,0.49462,sydney_47,3.999999999998449e-05
3888,sydney,52,1,0.4934,0.49251,sydney_52,0.0008900000000000019
3891,sydney,53,1,0.49772,0.49251,sydney_53,0.005209999999999992
3894,sydney,54,1,0.49772,0.49164,sydney_54,0.006079999999999974
3895,sydney,55,1,0.49464,0.49164,sydney_55,0.0030000000000000027
3898,sydney,60,1,0.49792,0.49339,sydney_60,0.0045299999999999785
3901,sydney,61,1,0.49792,0.49689,sydney_61,0.0010299999999999754
3902,sydney,62,1,0.49796,0.4941,sydney_62,0.00386000000000003
3903,sydney,63,1,0.49772,0.4941,sydney_63,0.003620000000000012
3906,sydney,64,1,0.49772,0.49727,sydney_64,0.00045000000000000595
3909,sydney,68,1,0.49796,0.49364,sydney_68,0.0043199999999999905
3912,sydney,72,1,0.49378,0.44931,sydney_72,0.04447000000000001
3915,sydney,73,1,0.49378,0.44931,sydney_73,0.04447000000000001
3918,sydney,74,1,0.49748,0.44931,sydney_74,0.04816999999999999
3921,sydney,75,1,0.49748,0.44931,sydney_75,0.04816999999999999
3924,sydney,76,1,0.4972,0.49699,sydney_76,0.00020999999999998797
3927,sydney,77,1,0.4972,0.49699,sydney_77,0.00020999999999998797
3930,sydney,82,1,0.49748,0.49699,sydney_82,0.0004899999999999904
3933,sydney,83,1,0.49748,0.49699,sydney_83,0.0004899999999999904
3936,sydney,84,1,0.49704,0.49693,sydney_84,0.00010999999999999899
3939,sydney,85,1,0.49704,0.49693,sydney_85,0.00010999999999999899
3942,sydney,86,1,0.49816,0.49601,sydney_86,0.0021499999999999853
3945,sydney,87,1,0.49816,0.49601,sydney_87,0.0021499999999999853
3948,sydney,94,1,0.497,0.49164,sydney_94,0.005359999999999976
3951,sydney,95,1,0.497,0.49164,sydney_95,0.005359999999999976
3954,sydney,96,1,0.497,0.49364,sydney_96,0.003359999999999974
3957,sydney,97,1,0.497,0.49364,sydney_97,0.003359999999999974
3960,sydney,98,1,0.4974,0.49703,sydney_98,0.00036999999999998145
3963,sydney,99,1,0.4974,0.49703,sydney_99,0.00036999999999998145
3966,toronto,0,1,0.49808,0.4979,toronto_0,0.00018000000000001348
3969,toronto,1,1,0.49808,0.4979,toronto_1,0.00018000000000001348
3978,toronto,13,1,0.49792,0.49694,toronto_13,0.0009799999999999809
3981,toronto,18,1,0.49756,0.49706,toronto_18,0.0005000000000000004
3984,toronto,19,1,0.49756,0.49706,toronto_19,0.0005000000000000004
3987,toronto,22,1,0.49696,0.49638,toronto_22,0.0005800000000000249
3990,toronto,23,1,0.49696,0.49638,toronto_23,0.0005800000000000249
3993,toronto,24,1,0.49576,0.4847,toronto_24,0.011059999999999959
3994,toronto,25,1,0.48608,0.4847,toronto_25,0.0013799999999999923
3997,toronto,26,1,0.49792,0.49706,toronto_26,0.0008599999999999719
3998,toronto,28,1,0.49708,0.4847,toronto_28,0.012380000000000002
4001,toronto,29,1,0.49708,0.4847,toronto_29,0.012380000000000002
4004,toronto,30,1,0.49792,0.48898,toronto_30,0.008939999999999948
4007,toronto,31,1,0.49792,0.48898,toronto_31,0.008939999999999948
4010,toronto,32,1,0.4964,0.49328,toronto_32,0.0031200000000000117
4013,toronto,33,1,0.4964,0.48898,toronto_33,0.007419999999999982
4014,toronto,34,1,0.49372,0.48898,toronto_34,0.0047399999999999665
4017,toronto,37,1,0.496,0.49382,toronto_37,0.0021800000000000153
4020,toronto,38,1,0.496,0.49382,toronto_38,0.0021800000000000153
4023,toronto,45,1,0.49384,0.49328,toronto_45,0.0005600000000000049
4026,toronto,46,1,0.49384,0.49371,toronto_46,0.000130000000000019
4027,toronto,47,1,0.48516,0.48423,toronto_47,0.0009299999999999864
4030,toronto,48,1,0.48516,0.48423,toronto_48,0.0009299999999999864
4033,toronto,49,1,0.49376,0.45734,toronto_49,0.03641999999999995
4036,toronto,50,1,0.49376,0.45734,toronto_50,0.03641999999999995
4041,toronto,57,1,0.49696,0.48514,toronto_57,0.011819999999999997
4044,toronto,58,1,0.49696,0.48514,toronto_58,0.011819999999999997
4047,toronto,59,1,0.497,0.496,toronto_59,0.0010000000000000009
4050,toronto,60,1,0.497,0.496,toronto_60,0.0010000000000000009
4053,toronto,63,1,0.49384,0.49371,toronto_63,0.000130000000000019
4056,toronto,64,1,0.49384,0.49374,toronto_64,9.999999999998899e-05
4059,toronto,67,1,0.497,0.496,toronto_67,0.0010000000000000009
4068,toronto,74,1,0.49704,0.48608,toronto_74,0.01095999999999997
4071,toronto,76,1,0.4964,0.49576,toronto_76,0.0006400000000000294
4074,toronto,77,1,0.4964,0.49576,toronto_77,0.0006400000000000294
4077,toronto,80,1,0.4974,0.49694,toronto_80,0.00046000000000001595
4080,toronto,81,1,0.4974,0.49694,toronto_81,0.00046000000000001595
4083,toronto,82,1,0.49704,0.49702,toronto_82,1.999999999996449e-05
4086,toronto,83,1,0.49704,0.49702,toronto_83,1.999999999996449e-05
4089,toronto,84,1,0.49808,0.49578,toronto_84,0.0023000000000000242
4092,toronto,85,1,0.49808,0.49578,toronto_85,0.0023000000000000242
4095,toronto,88,1,0.4974,0.49638,toronto_88,0.0010200000000000209
4098,toronto,89,1,0.4974,0.49638,toronto_89,0.0010200000000000209
4103,toronto,91,1,0.49756,0.49589,toronto_91,0.0016700000000000048
4104,toronto,92,1,0.49708,0.49589,toronto_92,0.0011900000000000244
4107,toronto,93,1,0.49708,0.49638,toronto_93,0.0007000000000000339
4110,toronto,95,1,0.4958,0.48514,toronto_95,0.010660000000000003
4111,toronto,96,1,0.4974,0.48514,toronto_96,0.012259999999999993
4114,toronto,97,1,0.4974,0.48608,toronto_97,0.011319999999999997
4117,toronto,100,1,0.49792,0.49697,toronto_100,0.0009499999999999509
4120,toronto,101,1,0.49792,0.49697,toronto_101,0.0009499999999999509
4125,valencia,1,1,0.49656,0.49646,valencia_1,9.999999999998899e-05
4130,valencia,3,1,0.49756,0.49646,valencia_3,0.0010999999999999899
4133,valencia,5,1,0.49656,0.49655,valencia_5,1.0000000000010001e-05
4136,valencia,6,1,0.49644,0.49568,valencia_6,0.0007599999999999829
4137,valencia,7,1,0.49756,0.49568,valencia_7,0.0018799999999999928
4138,vigo,0,1,0.49764,0.496,vigo_0,0.0016400000000000303
4141,vigo,2,1,0.49692,0.496,vigo_2,0.0009199999999999764
4144,vigo,4,1,0.49764,0.4969,vigo_4,0.0007400000000000184
4147,vigo,5,1,0.49764,0.4969,vigo_5,0.0007400000000000184
4150,vigo,7,1,0.4978,0.4969,vigo_7,0.0009000000000000119
4153,vigo,10,1,0.4978,0.49762,vigo_10,0.00018000000000001348
4156,washington,0,1,0.49696,0.48254,washington_0,0.014419999999999988
4159,washington,1,1,0.49696,0.48254,washington_1,0.014419999999999988
4162,washington,6,1,0.49616,0.46549,washington_6,0.030669999999999975
4165,washington,7,1,0.49616,0.46549,washington_7,0.030669999999999975
4168,washington,8,1,0.49708,0.49618,washington_8,0.0009000000000000119
4171,washington,9,1,0.49708,0.49618,washington_9,0.0009000000000000119
4174,washington,10,1,0.49756,0.23333,washington_10,0.26422999999999996
4177,washington,11,1,0.49756,0.23333,washington_11,0.26422999999999996
4180,washington,20,1,0.49708,0.48613,washington_20,0.010950000000000015
4183,washington,21,1,0.49708,0.48613,washington_21,0.010950000000000015
4186,washington,26,1,0.4974,0.49305,washington_26,0.0043500000000000205
4187,washington,27,1,0.49744,0.49305,washington_27,0.004390000000000005
4190,washington,28,1,0.49744,0.49657,washington_28,0.0008699999999999819
4193,washington,30,1,0.49448,0.49416,washington_30,0.00031999999999998696
4194,washington,31,1,0.49632,0.49416,washington_31,0.0021599999999999953
4197,washington,33,1,0.49772,0.49725,washington_33,0.00046999999999997044
4200,washington,34,1,0.49772,0.49726,washington_34,0.00046000000000001595
4203,washington,36,1,0.49628,0.49581,washington_36,0.00047000000000002595
4204,washington,37,1,0.49644,0.49581,washington_37,0.0006300000000000194
4207,washington,38,1,0.49644,0.49337,washington_38,0.003070000000000017
4208,washington,39,1,0.49352,0.49337,washington_39,0.000150000000000039
4217,washington,46,1,0.48892,0.47246,washington_46,0.01646000000000003
4218,washington,47,1,0.49644,0.47246,washington_47,0.02398
4221,washington,48,1,0.49644,0.47246,washington_48,0.02398
4222,washington,49,1,0.49796,0.47246,washington_49,0.025500000000000023
4225,washington,50,1,0.49796,0.4944,washington_50,0.0035600000000000076
4226,washington,51,1,0.4978,0.4944,washington_51,0.003400000000000014
4229,washington,52,1,0.4978,0.49572,washington_52,0.0020800000000000263
4236,washington,59,1,0.49524,0.4945,washington_59,0.0007400000000000184
4239,washington,61,1,0.49796,0.49678,washington_61,0.0011800000000000144
4242,washington,62,1,0.49796,0.49568,washington_62,0.0022800000000000042
4245,washington,65,1,0.49724,0.49679,washington_65,0.00045000000000000595
4248,washington,66,1,0.49724,0.49672,washington_66,0.0005200000000000204
4253,washington,70,1,0.48688,0.23333,washington_70,0.25354999999999994
4256,washington,71,1,0.4966,0.23333,washington_71,0.26327
4259,washington,72,1,0.4966,0.47209,washington_72,0.024509999999999976
4260,washington,73,1,0.49644,0.47209,washington_73,0.024349999999999983
4263,washington,75,1,0.4974,0.4969,washington_75,0.0005000000000000004
4266,washington,76,1,0.4974,0.496,washington_76,0.0014000000000000123
4269,washington,78,1,0.49476,0.49205,washington_78,0.00270999999999999
4276,washington,85,1,0.49804,0.49699,washington_85,0.0010499999999999954
4279,washington,86,1,0.49804,0.49227,washington_86,0.005769999999999997
4280,washington,87,1,0.4958,0.49227,washington_87,0.003530000000000033
4283,washington,88,1,0.4958,0.23333,washington_88,0.26247
4286,washington,89,1,0.49636,0.23333,washington_89,0.26303
4289,washington,90,1,0.49636,0.49325,washington_90,0.0031100000000000017
4290,washington,91,1,0.4938,0.49325,washington_91,0.0005499999999999949
4297,washington,96,1,0.49572,0.49234,washington_96,0.003379999999999994
4302,washington,102,1,0.49616,0.49447,washington_102,0.0016899999999999693
4305,washington,103,1,0.49616,0.49447,washington_103,0.0016899999999999693
4308,washington,110,1,0.49744,0.4942,washington_110,0.0032400000000000206
4311,washington,111,1,0.49744,0.4942,washington_111,0.0032400000000000206
4314,washington,114,1,0.49736,0.49412,washington_114,0.0032400000000000206
4317,washington,115,1,0.49736,0.49412,washington_115,0.0032400000000000206
4322,washington,124,1,0.4968,0.49445,washington_124,0.0023500000000000187
4323,washington,125,1,0.49676,0.49445,washington_125,0.0023099999999999787
4330,washington,130,1,0.49608,0.49326,washington_130,0.0028200000000000447
4331,washington,131,1,0.49628,0.49326,washington_131,0.0030200000000000227
4342,washington,141,1,0.49824,0.4942,washington_141,0.0040400000000000436
4345,washington,142,1,0.49824,0.49321,washington_142,0.0050300000000000344
4346,washington,143,1,0.4938,0.49321,washington_143,0.0005900000000000349
4349,washington,144,1,0.4938,0.48866,washington_144,0.005140000000000033
4350,washington,145,1,0.49428,0.48866,washington_145,0.005620000000000014
4353,washington,146,1,0.4974,0.48892,washington_146,0.008479999999999988
4354,washington,147,1,0.49708,0.48892,washington_147,0.00816
4357,washington,148,1,0.49708,0.49508,washington_148,0.0020000000000000018
4358,washington,149,1,0.4964,0.49508,washington_149,0.0013199999999999878
4363,washington,152,1,0.49628,0.4956,washington_152,0.0006800000000000139
4364,washington,153,1,0.49804,0.4956,washington_153,0.0024399999999999977
4367,washington,154,1,0.49804,0.49045,washington_154,0.007589999999999986
4368,washington,155,1,0.4966,0.49045,washington_155,0.006149999999999989
4371,washington,156,1,0.4966,0.49629,washington_156,0.00030999999999997696
4372,washington,157,1,0.49724,0.49629,washington_157,0.0009500000000000064
4375,washington,159,1,0.49756,0.49749,washington_159,7.00000000000145e-05
4378,washington,160,1,0.49756,0.49635,washington_160,0.0012099999999999889
4379,washington,161,1,0.49756,0.49635,washington_161,0.0012099999999999889
4382,washington,162,1,0.49756,0.49635,washington_162,0.0012099999999999889
4383,washington,168,1,0.49796,0.49635,washington_168,0.0016100000000000003
4386,washington,169,1,0.49796,0.49635,washington_169,0.0016100000000000003
4389,washington,170,1,0.49644,0.49321,washington_170,0.0032300000000000106
4392,washington,171,1,0.49644,0.49321,washington_171,0.0032300000000000106
4395,washington,172,1,0.4968,0.49635,washington_172,0.00045000000000000595
4398,washington,173,1,0.4968,0.49635,washington_173,0.00045000000000000595
4401,washington,174,1,0.49672,0.49568,washington_174,0.0010399999999999854
4404,washington,175,1,0.49672,0.49568,washington_175,0.0010399999999999854
4407,washington,176,1,0.49468,0.48674,washington_176,0.007940000000000003
4410,washington,177,1,0.49468,0.48674,washington_177,0.007940000000000003
4413,washington,180,1,0.49436,0.48785,washington_180,0.006510000000000016
4416,washington,181,1,0.49436,0.48785,washington_181,0.006510000000000016
4419,washington,182,1,0.49436,0.49176,washington_182,0.0026000000000000467
4422,washington,183,1,0.49436,0.49176,washington_183,0.0026000000000000467
4425,washington,184,1,0.49588,0.49508,washington_184,0.0007999999999999674
4428,washington,185,1,0.49588,0.49508,washington_185,0.0007999999999999674
4431,washington,188,1,0.49632,0.49508,washington_188,0.0012399999999999634
4434,washington,189,1,0.49632,0.49508,washington_189,0.0012399999999999634
4437,washington,194,1,0.49784,0.4976,washington_194,0.00024000000000001798
4440,washington,195,1,0.49784,0.4976,washington_195,0.00024000000000001798
4443,washington,200,1,0.49784,0.49743,washington_200,0.00041000000000002146
4446,washington,201,1,0.49784,0.49743,washington_201,0.00041000000000002146
4449,washington,206,1,0.49676,0.49227,washington_206,0.004489999999999994
4452,washington,207,1,0.49676,0.49227,washington_207,0.004489999999999994
4455,washington,208,1,0.49784,0.49404,washington_208,0.0038000000000000256
4458,washington,209,1,0.49784,0.49404,washington_209,0.0038000000000000256
4461,washington,210,1,0.49788,0.48785,washington_210,0.010029999999999983
