hardware,embedding_index,horizon,pomdp_build_time,probability,method,method_time,algorithm_index
oslo,2,6,6.070710,0.509070,bellman,324.000000,4
oslo,3,6,6.084460,0.502500,bellman,325.000000,9
oslo,4,6,5.291270,0.500000,bellman,320.000000,3
oslo,5,6,5.504520,0.501500,bellman,320.000000,10
paris,0,6,10.580980,0.500500,bellman,380.000000,8
paris,1,6,10.338380,0.500500,bellman,381.000000,8
paris,2,6,6.787540,0.501000,bellman,371.000000,1
paris,3,6,6.752530,0.503010,bellman,312.000000,6
algiers,0,6,5.997120,0.503010,bellman,319.000000,4
algiers,1,6,6.453070,0.503010,bellman,320.000000,6
algiers,2,6,9.866210,0.503010,bellman,324.000000,6
algiers,3,6,9.878910,0.502000,bellman,325.000000,1
nairobi,0,6,6.501280,0.506030,bellman,325.000000,4
nairobi,1,6,6.443270,0.506030,bellman,325.000000,4
nairobi,2,6,6.117930,0.503010,bellman,368.000000,5
nairobi,3,6,6.092180,0.500000,bellman,320.000000,3
nairobi,4,6,5.648110,0.500000,bellman,317.000000,3
nairobi,5,6,5.274650,0.500000,bellman,314.000000,3
